cohort,winner,rate_delta_per_1k,codex_rate_per_1k,claude_rate_per_1k,codex,claude,total,one_sided,stack
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:git;effect:read;path:collector/src/view;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:git;effect:read;path:docs/design/readme.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:mkdir;effect:write;path:docs/design/papers;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:rg;effect:read;path:collector/src/cmd_exec.rs;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:rg;effect:read;path:collector/src/model.rs;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:rg;effect:read;path:collector/src/runners;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:rg;effect:read;path:collector/src/sinks;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:rg;effect:read;path:collector/src/view;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:rg;effect:read;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:sed;effect:read;path:docs/design/academic-positioning-discussion.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:sed;effect:read;path:docs/design/materialized-view-architecture.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:sed;effect:read;path:docs/design/session-centric-top.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:sed;effect:read;path:docs/design/system-effect-user-audit.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:shell;cmd:sed;effect:read;path:docs/design/view-session-process-model.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:subagent;cmd:close;effect:process;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:subagent;cmd:spawn;effect:process;path:file/network;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:subagent;cmd:spawn;effect:process;path:osdi/sosp;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:tool;cmd:send;effect:process;path:/;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:tool;cmd:send;effect:process;path:/home;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:tool;cmd:send;effect:process;path:checker/data;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:tool;cmd:send;effect:process;path:ui/llm;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:network;tool:tool;cmd:update;effect:process;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:paper;tool:shell;cmd:sed;effect:read;path:skills/osdi-experiment-design;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:plan;cmd:update;effect:process;path:claude/codex;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:plan;cmd:update;effect:process;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:-n;effect:process;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:90s;effect:process;path:collector/target/debug;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:90s;effect:process;path:docs/design/vis;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:du;effect:process;path:docs/design/vis;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:find;effect:read;path:docs/design/papers;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:find;effect:read;path:docs/design;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:find;effect:read;path:snapshot_.json;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:find;effect:read;path:system-effect-user-audit.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:git;effect:read;path:btree.py;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:git;effect:read;path:btree_complexity_analysis.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:git;effect:read;path:docs/design/papers;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:git;effect:read;path:test_btree.py;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:head;effect:read;path:projects/-home-yunwei37-workspace-agentsight;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:jq;effect:read;path:docs/sample-snapshot.json;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:ls;effect:read;path:.claude/projects;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:ls;effect:read;path:btree.py;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:ls;effect:read;path:btree_complexity_analysis.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:ls;effect:read;path:docs/design/vis;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:ls;effect:read;path:test_btree.py;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:mkdir;effect:write;path:agentsight/sessions;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:mkdir;effect:write;path:collector/cargo.toml;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:mkdir;effect:write;path:docs/design/vis;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:pwd;effect:process;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:python3;effect:process;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:python3;effect:write;path:/;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:python3;effect:write;path:cwd/workdir;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:python3;effect:write;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:python3;effect:write;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:rg;effect:read;path:/node_modules;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:rg;effect:read;path:collector/src/cli_db.rs;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:rg;effect:read;path:collector/src/cmd_perf.rs;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:rg;effect:read;path:collector/src;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:rg;effect:read;path:docs/design/papers;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:rg;effect:read;path:docs/usage.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:rg;effect:read;path:frontend/src;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:rg;effect:read;path:projects/-home-yunwei37-workspace-agentsight;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:rg;effect:read;path:readme.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:sed;effect:read;path:collector/cargo.toml;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:sed;effect:read;path:collector/src/output;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:sed;effect:read;path:collector/src/sources;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:sed;effect:read;path:collector/src/view;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:sed;effect:read;path:docs/design/market;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:sed;effect:read;path:docs/design/readme.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:sqlite3;effect:process;path:docs/design/vis;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:wc;effect:read;path:docs/design/papers;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:wc;effect:read;path:docs/design/system-effect-user-audit.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:wc;effect:read;path:docs/design/vis;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:shell;cmd:which;effect:process;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:tool;cmd:write;effect:process;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:session;tool:tool;cmd:write;effect:process;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:work;tool:plan;cmd:update;effect:process;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:work;tool:shell;cmd:find;effect:read;path:.claude/projects;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:work;tool:shell;cmd:python3;effect:write;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:work;tool:shell;cmd:rg;effect:read;path:yunwei37/.codex;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:flamegraph;prompt:work;tool:tool;cmd:write;effect:process;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:find;effect:read;path:docs/visexp/out;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:git;effect:read;path:docs/visexp;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:python3;effect:process;path:docs/visexp/out;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:python3;effect:process;path:docs/visexp/test_semantic_tag_flamegraph.py;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:python3;effect:process;path:docs/visexp/verify_artifacts.py;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:pythondontwritebytecode_1;effect:process;path:docs/visexp/out;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:pythondontwritebytecode_1;effect:process;path:docs/visexp/verify_artifacts.py;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:rg;effect:read;path:docs/visexp/claims.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:rg;effect:read;path:docs/visexp/design.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:osdi;prompt:prompt;tool:shell;cmd:rg;effect:read;path:docs/visexp/readme.md;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:-n;effect:process;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:180s;effect:process;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:6s;effect:process;path:.bun/bin;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:6s;effect:process;path:claude/versions;status:observed
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:90s;effect:process;path:tmp/tmp.i6rpjxhoui;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:90s;effect:process;path:tmp/tmp.socgwzxsjb;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:90s;effect:process;path:tmp/tmp.u6uzbegj2c;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:90s;effect:process;path:tmp/tmp.wtcwppg1tv;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:body_cat;effect:process;path:body/model;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:body_cat;effect:process;path:bpf/sslsniff;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:body_cat;effect:process;path:bun/opencode;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:body_cat;effect:process;path:http/2;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:body_cat;effect:process;path:opencode/boringssl;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:body_cat;effect:process;path:tls/http2;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:bun;effect:process;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:claude;effect:process;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:file;effect:process;path:claude/versions;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:gh;effect:process;path:body/model;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:gh;effect:process;path:bpf/sslsniff;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:gh;effect:process;path:bun/opencode;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:gh;effect:process;path:codex/report-runner-exit-errors;status:ok
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:gh;effect:process;path:http/2;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:gh;effect:process;path:opencode/boringssl;status:fail
all,codex,0.267,0.267,0.0,1,0,1,True,project:agentsight;session:paper;prompt:debug;tool:shell;cmd:gh;effect:process;path:tls/http2;status:fail
